Anio,Mes,Dia,Hora,TotalGeneradas,TotalCanceladas,TotalCanceladasConCupones,TotalNoCanceladasConCupones,TotalNoCanceladasSinCupones
2016,7,9,11,865,29,1,3,833
2016,7,9,12,1084,63,3,2,1019
2016,7,9,13,1485,69,4,8,1408
2016,7,9,14,1752,84,2,12,1656
2016,7,9,15,1781,90,5,12,1679
2016,7,9,16,1790,98,0,12,1680
2016,7,9,17,1733,101,2,13,1619
2016,7,9,18,1709,93,4,10,1606
2016,7,9,19,1663,81,5,7,1575
2016,7,9,20,1744,93,3,11,1640
2016,7,9,21,1781,92,1,12,1677
2016,7,9,22,1926,85,2,10,1831
2016,7,9,23,1873,114,3,12,1747
2016,7,10,0,1991,111,7,12,1868
2016,7,10,1,2157,92,4,6,2059
2016,7,10,2,1689,71,2,10,1608
2016,7,10,3,1311,47,0,6,1258
2016,7,10,4,840,34,1,1,805
2016,7,10,5,534,27,0,5,502
2016,7,10,6,308,10,1,2,296
2016,7,10,7,176,7,2,0,169
2016,7,10,8,144,7,0,1,136
2016,7,10,9,160,11,0,1,148
2016,7,10,10,287,12,1,1,274
2016,7,10,11,576,31,1,2,543
2016,7,10,12,945,42,0,4,899
2016,7,10,13,1405,73,3,10,1322
2016,7,10,14,1720,80,3,10,1630
2016,7,10,15,1713,88,2,6,1619
2016,7,10,16,1398,50,0,5,1343
2016,7,10,17,1817,81,2,7,1729
2016,7,10,18,2074,95,3,14,1965
2016,7,10,19,2180,85,2,12,2083
2016,7,10,20,2017,85,6,13,1919
2016,7,10,21,2123,122,1,9,1992
2016,7,10,22,2573,104,4,14,2455
2016,7,10,23,2600,137,5,24,2439
2016,7,11,0,2533,95,3,15,2423
2016,7,11,1,2424,112,3,12,2300
2016,7,11,2,2064,84,2,14,1966
2016,7,11,3,1560,58,1,8,1494
2016,7,11,4,869,40,0,7,822
2016,7,11,5,530,23,0,3,504
2016,7,11,6,443,10,0,0,433
2016,7,11,7,167,10,0,0,157
2016,7,11,8,165,10,0,1,154
2016,7,11,9,230,15,1,0,215
2016,7,11,10,513,19,0,2,492
2016,7,11,11,1268,53,1,8,1207
2016,7,11,12,1792,79,1,18,1695
2016,7,11,13,2489,136,2,17,2336
2016,7,11,14,2699,112,6,21,2566
2016,7,11,15,2388,133,3,29,2226
2016,7,11,16,3005,151,8,24,2830
2016,7,11,17,3152,149,7,27,2976
2016,7,11,18,2935,129,5,34,2772
2016,7,11,19,2846,121,3,20,2705
2016,7,11,20,2660,105,8,25,2530
2016,7,11,21,2485,113,3,24,2348
2016,7,11,22,2609,124,3,23,2462
2016,7,11,23,2834,146,6,22,2666
2016,7,12,0,2976,128,2,15,2833
2016,7,12,1,2939,127,9,14,2798
2016,7,12,2,2553,132,2,18,2403
2016,7,12,3,1773,77,1,6,1690
2016,7,12,4,1095,41,1,1,1053
2016,7,12,5,637,22,1,1,614
2016,7,12,6,500,13,0,0,487
2016,7,12,7,414,5,0,1,408
2016,7,12,8,396,10,1,0,386
2016,7,12,9,550,10,0,1,539
2016,7,12,10,1188,30,1,3,1155
2016,7,12,11,1508,57,0,6,1445
2016,7,12,12,2301,108,6,19,2174
2016,7,12,13,2811,131,5,25,2655
2016,7,12,14,3268,132,2,29,3107
2016,7,12,15,2857,144,5,25,2688
2016,7,12,16,2985,130,2,21,2834
2016,7,12,17,3289,146,7,19,3124
2016,7,12,18,3247,155,3,25,3067
2016,7,12,19,3107,157,6,31,2919
2016,7,12,20,2865,133,1,16,2716
2016,7,12,21,2521,135,4,18,2368
2016,7,12,22,2777,136,2,20,2621
2016,7,12,23,3011,166,7,14,2831
2016,7,13,0,2994,156,3,16,2822
2016,7,13,1,2873,137,3,12,2724
2016,7,13,2,2385,124,2,15,2246
2016,7,13,3,1627,93,3,7,1527
2016,7,13,4,1029,65,3,4,960
2016,7,13,5,445,28,1,3,414
2016,7,13,6,211,15,0,2,194
2016,7,13,7,168,8,0,1,159
2016,7,13,8,196,6,0,1,189
2016,7,13,9,295,20,1,1,274
2016,7,13,10,629,27,2,1,601
2016,7,13,11,1362,68,4,8,1286
2016,7,13,12,2176,124,3,19,2033
2016,7,13,13,2785,140,4,19,2626
2016,7,13,14,2876,150,4,28,2698
2016,7,13,15,2847,123,10,14,2710
2016,7,13,16,3069,129,9,23,2917
2016,7,13,17,3007,149,7,25,2833
2016,7,13,18,2918,136,6,30,2752
2016,7,13,19,3007,155,10,20,2832
2016,7,13,20,2640,156,6,20,2464
2016,7,13,21,2468,116,2,22,2330
2016,7,13,22,2475,141,2,18,2316
2016,7,13,23,2630,126,2,30,2474
2016,7,14,0,2702,137,5,16,2549
2016,7,14,1,2678,116,3,18,2544
2016,7,14,2,2261,100,4,17,2144
2016,7,14,3,1605,86,3,4,1515
2016,7,14,4,1114,52,2,3,1059
2016,7,14,5,633,23,0,5,605
2016,7,14,6,468,10,0,1,457
2016,7,14,7,471,12,0,0,459
2016,7,14,8,457,12,1,0,445
2016,7,14,9,557,11,1,0,546
2016,7,14,10,931,49,0,3,879
2016,7,14,11,1549,72,0,8,1469
2016,7,14,12,2282,116,3,19,2147
2016,7,14,13,2891,144,4,25,2722
2016,7,14,14,3176,132,1,30,3014
2016,7,14,15,2894,136,5,25,2733
2016,7,14,16,2874,138,2,13,2723
2016,7,14,17,3111,145,7,24,2942
2016,7,14,18,3051,123,3,21,2907
2016,7,14,19,2890,143,4,30,2717
2016,7,14,20,2758,129,5,22,2607
2016,7,14,21,2601,127,6,13,2461
2016,7,14,22,2747,119,2,30,2598
2016,7,14,23,2771,121,0,16,2634
2016,7,15,0,2723,126,5,15,2582
2016,7,15,1,2704,124,5,15,2565
2016,7,15,2,2095,100,4,18,1977
2016,7,15,3,1807,83,2,16,1708
2016,7,15,4,893,66,1,2,825
2016,7,15,5,449,28,1,3,418
2016,7,15,6,224,9,1,2,213
2016,7,15,7,174,8,0,2,164
2016,7,15,8,164,11,0,1,152
2016,7,15,9,291,20,1,2,269
2016,7,15,10,669,39,0,4,626
2016,7,15,11,1284,73,2,4,1207
2016,7,15,12,1764,95,1,12,1657
2016,7,15,13,2301,109,4,21,2171
2016,7,15,14,2574,150,4,16,2408
2016,7,15,15,2373,139,3,25,2209
2016,7,15,16,2255,139,5,16,2100
2016,7,15,17,2573,140,4,10,2423
2016,7,15,18,2422,116,8,21,2285
2016,7,15,19,2247,108,4,29,2110
2016,7,15,20,2063,100,4,20,1943
2016,7,15,21,1929,110,1,18,1801
2016,7,15,22,1941,87,4,20,1834
2016,7,15,23,2002,100,5,12,1890
2016,7,16,0,1951,109,5,13,1829
2016,7,16,1,1989,95,3,7,1887
2016,7,16,2,1649,80,0,6,1563
2016,7,16,3,1502,65,2,1,1436
2016,7,16,4,1176,44,1,3,1129
2016,7,16,5,829,24,2,3,802
2016,7,16,6,551,8,0,0,543
2016,7,16,7,493,9,0,0,484
2016,7,16,8,415,8,0,0,407
2016,7,16,9,541,16,0,1,524
2016,7,16,10,628,18,0,3,607
2016,7,16,11,992,45,0,4,943
2016,7,16,12,1466,63,0,7,1396
2016,7,16,13,1857,71,4,13,1773
2016,7,16,14,1961,93,6,18,1850
2016,7,16,15,2098,87,1,14,1997
2016,7,16,16,2055,98,2,9,1948
2016,7,16,17,1998,89,2,26,1883
2016,7,16,18,2024,84,2,12,1928
2016,7,16,19,2039,75,2,16,1948
2016,7,16,20,2055,87,1,18,1950
2016,7,16,21,2062,91,3,14,1957
2016,7,16,22,2113,101,3,17,1995
2016,7,16,23,2168,95,5,15,2058
2016,7,17,0,2054,83,3,6,1965
2016,7,17,1,2021,89,2,15,1917
2016,7,17,2,1860,79,2,6,1775
2016,7,17,3,1585,54,0,9,1522
2016,7,17,4,1063,35,0,4,1024
2016,7,17,5,700,17,1,3,680
2016,7,17,6,514,13,1,2,499
2016,7,17,7,452,10,0,1,441
2016,7,17,8,345,8,0,0,337
2016,7,17,9,397,9,0,0,388
2016,7,17,10,455,12,0,0,443
2016,7,17,11,719,21,0,2,696
2016,7,17,12,1011,28,1,3,980
2016,7,17,13,1471,54,0,1,1416
2016,7,17,14,1600,73,2,8,1519
2016,7,17,15,1549,94,2,10,1445
2016,7,17,16,1646,76,3,12,1558
2016,7,17,17,1690,79,2,13,1598
2016,7,17,18,1777,84,3,6,1687
2016,7,17,19,1851,110,7,15,1726
2016,7,17,20,1809,96,9,10,1703
2016,7,17,21,2035,87,3,15,1933
2016,7,17,22,2301,100,1,13,2188
2016,7,17,23,2459,117,1,12,2330
2016,7,18,0,2344,90,4,16,2238
2016,7,18,1,2320,112,4,7,2201
2016,7,18,2,1943,82,1,11,1850
2016,7,18,3,1468,72,2,12,1384
2016,7,18,4,892,39,0,0,853
2016,7,18,5,465,19,3,0,446
2016,7,18,6,251,12,2,0,239
2016,7,18,7,196,12,1,0,184
2016,7,18,8,158,7,0,1,150
2016,7,18,9,232,10,0,1,221
2016,7,18,10,507,24,0,6,477
2016,7,18,11,1167,57,0,12,1098
2016,7,18,12,1922,87,6,11,1824
2016,7,18,13,2573,136,3,36,2401
2016,7,18,14,2834,139,8,30,2665
2016,7,18,15,2883,127,5,33,2723
2016,7,18,16,3164,144,4,32,2988
2016,7,18,17,3447,133,3,29,3285
2016,7,18,18,3577,147,10,30,3400
2016,7,18,19,3164,144,6,24,2996
2016,7,18,20,3211,131,3,20,3060
2016,7,18,21,3207,111,4,15,3081
2016,7,18,22,3139,129,5,24,2986
2016,7,18,23,3284,155,2,18,3111
2016,7,19,0,2886,121,2,22,2743
2016,7,19,1,2798,138,11,16,2644
2016,7,19,2,2399,113,7,22,2264
2016,7,19,3,1727,79,2,14,1634
2016,7,19,4,961,47,2,8,906
2016,7,19,5,512,20,2,3,489
2016,7,19,6,389,10,1,2,377
2016,7,19,7,176,11,0,1,164
2016,7,19,8,179,10,2,2,167
2016,7,19,9,292,10,0,0,282
2016,7,19,10,608,27,0,1,580
2016,7,19,11,1325,62,5,7,1256
2016,7,19,12,2229,106,6,20,2103
2016,7,19,13,2763,141,7,31,2591
2016,7,19,14,3123,154,12,23,2946
2016,7,19,15,2806,146,10,30,2630
2016,7,19,16,2970,152,6,27,2791
2016,7,19,17,3209,162,12,29,3018
2016,7,19,18,3029,149,7,39,2841
2016,7,19,19,2993,145,6,34,2814
2016,7,19,20,2797,145,3,32,2620
2016,7,19,21,3029,116,3,19,2894
2016,7,19,22,3285,131,4,23,3131
2016,7,19,23,3484,146,4,31,3307
2016,7,20,0,3131,120,1,21,2990
2016,7,20,1,3280,137,4,20,3123
2016,7,20,2,2775,100,1,20,2655
2016,7,20,3,1844,68,1,17,1759
2016,7,20,4,1034,40,2,8,986
2016,7,20,5,528,24,0,3,501
2016,7,20,6,409,19,2,5,385
2016,7,20,7,349,7,0,3,339
2016,7,20,8,287,9,1,1,277
2016,7,20,9,379,19,0,0,360
2016,7,20,10,666,24,0,1,641
2016,7,20,11,1307,47,1,10,1250
2016,7,20,12,2044,89,8,24,1931
2016,7,20,13,2411,112,5,36,2263
2016,7,20,14,2799,136,9,36,2627
2016,7,20,15,2554,146,9,38,2370
2016,7,20,16,2646,117,3,30,2499
2016,7,20,17,2733,133,6,31,2569
2016,7,20,18,2849,140,4,30,2679
2016,7,20,19,2747,141,4,27,2579
2016,7,20,20,2489,117,3,18,2354
2016,7,20,21,2232,108,3,19,2105
2016,7,20,22,2653,113,2,21,2519
2016,7,20,23,2514,106,2,20,2388
2016,7,21,0,2509,111,4,13,2385
2016,7,21,1,2340,116,3,20,2204
2016,7,21,2,1812,82,1,11,1719
2016,7,21,3,1298,57,2,7,1234
2016,7,21,4,881,40,1,5,836
2016,7,21,5,522,39,1,4,479
2016,7,21,6,243,6,0,3,234
2016,7,21,7,213,17,1,0,196
2016,7,21,8,214,6,0,0,208
2016,7,21,9,291,10,0,0,281
2016,7,21,10,550,25,1,2,523
2016,7,21,11,1227,56,0,6,1165
2016,7,21,12,1931,102,4,11,1818
2016,7,21,13,2443,140,1,11,2292
2016,7,21,14,2750,135,3,16,2599
2016,7,21,15,2756,122,3,29,2605
2016,7,21,16,2990,143,5,20,2827
2016,7,21,17,3064,149,2,21,2894
2016,7,21,18,2694,118,2,27,2549
2016,7,21,19,2678,141,2,23,2514
2016,7,21,20,2498,132,2,20,2346
2016,7,21,21,2241,120,3,13,2108
2016,7,21,22,2437,128,6,18,2291
2016,7,21,23,2475,152,6,17,2306
2016,7,22,0,2704,147,2,23,2534
2016,7,22,1,2579,128,6,12,2439
2016,7,22,2,2237,92,1,9,2136
2016,7,22,3,1741,84,1,9,1648
2016,7,22,4,1144,34,0,3,1107
2016,7,22,5,698,25,0,2,671
2016,7,22,6,476,10,0,1,465
2016,7,22,7,462,5,0,0,457
2016,7,22,8,427,4,0,0,423
2016,7,22,9,482,8,0,2,472
2016,7,22,10,634,26,2,2,606
2016,7,22,11,1288,54,2,10,1224
2016,7,22,12,1961,91,2,19,1851
2016,7,22,13,2527,115,4,28,2384
2016,7,22,14,2941,131,1,19,2791
2016,7,22,15,2640,138,2,21,2481
2016,7,22,16,2692,152,5,24,2516
2016,7,22,17,2793,129,3,21,2643
2016,7,22,18,2623,137,2,17,2469
2016,7,22,19,2709,141,7,16,2552
2016,7,22,20,2573,124,2,14,2435
2016,7,22,21,2237,117,1,14,2106
2016,7,22,22,2306,115,1,19,2172
2016,7,22,23,2479,114,3,18,2347
2016,7,23,0,2231,109,2,11,2111
2016,7,23,1,2093,95,2,8,1990
2016,7,23,2,1721,82,1,7,1632
2016,7,23,3,1445,70,1,5,1370
2016,7,23,4,1028,53,1,8,967
2016,7,23,5,597,25,0,3,569
2016,7,23,6,391,23,1,0,368
2016,7,23,7,310,13,0,1,296
2016,7,23,8,333,9,1,0,324
2016,7,23,9,320,11,0,1,308
2016,7,23,10,522,16,0,2,504
2016,7,23,11,907,46,2,2,859
2016,7,23,12,1324,73,5,9,1242
2016,7,23,13,1631,79,2,12,1540
2016,7,23,14,1936,76,3,10,1850
2016,7,23,15,1820,98,3,8,1714
2016,7,23,16,1775,64,2,9,1702
2016,7,23,17,1915,98,0,20,1797
2016,7,23,18,1800,84,3,8,1708
2016,7,23,19,1722,77,2,8,1637
2016,7,23,20,1825,71,0,17,1737
2016,7,23,21,1871,97,2,7,1767
2016,7,23,22,1996,89,2,14,1893
2016,7,23,23,3276,105,1,13,3158
2016,7,24,0,2066,79,1,14,1973
2016,7,24,1,1877,81,1,8,1788
2016,7,24,2,1727,71,4,9,1647
2016,7,24,3,1490,79,1,12,1399
2016,7,24,4,966,46,1,9,911
2016,7,24,5,624,25,0,6,593
2016,7,24,6,474,19,0,2,453
2016,7,24,7,316,9,1,0,307
2016,7,24,8,250,5,0,0,245
2016,7,24,9,348,11,0,0,337
2016,7,24,10,407,9,0,0,398
2016,7,24,11,642,23,1,2,617
2016,7,24,12,1029,43,3,5,981
2016,7,24,13,1549,62,3,4,1483
2016,7,24,14,1607,65,1,10,1532
2016,7,24,15,1743,75,2,8,1660
2016,7,24,16,1847,78,1,8,1761
2016,7,24,17,1822,80,4,6,1736
2016,7,24,18,1811,97,2,5,1709
2016,7,24,19,1918,99,3,6,1813
2016,7,24,20,2067,89,0,6,1972
2016,7,24,21,2049,90,3,8,1951
2016,7,24,22,2281,99,1,6,2176
2016,7,24,23,2567,127,3,13,2427
2016,7,25,0,2479,114,2,17,2348
2016,7,25,1,2547,112,5,15,2420
2016,7,25,2,2154,96,5,18,2040
2016,7,25,3,1669,70,2,10,1589
2016,7,25,4,1055,35,0,7,1013
2016,7,25,5,596,18,2,3,575
2016,7,25,6,417,25,0,2,390
2016,7,25,7,302,15,0,1,286
2016,7,25,8,273,7,0,0,266
2016,7,25,9,383,10,0,3,370
2016,7,25,10,575,28,1,4,543
2016,7,25,11,1215,53,1,8,1154
2016,7,25,12,2121,78,0,14,2029
2016,7,25,13,2565,117,4,19,2429
2016,7,25,14,3179,177,5,34,2968
2016,7,25,15,2842,134,7,22,2686
2016,7,25,16,3082,174,8,23,2885
2016,7,25,17,3303,142,5,27,3134
2016,7,25,18,3379,199,12,29,3151
2016,7,25,19,3374,170,13,37,3167
2016,7,25,20,3012,150,10,25,2837
2016,7,25,21,2797,141,12,28,2628
2016,7,25,22,3037,143,9,25,2869
2016,7,25,23,2869,138,2,20,2711
2016,7,26,0,3162,158,13,18,2986
2016,7,26,1,3065,154,7,18,2893
2016,7,26,2,2490,114,7,15,2361
2016,7,26,3,1800,92,1,16,1692
2016,7,26,4,1131,50,2,11,1070
2016,7,26,5,664,21,0,4,639
2016,7,26,6,519,16,3,1,502
2016,7,26,7,403,10,1,2,391
2016,7,26,8,400,9,1,0,391
2016,7,26,9,422,14,1,1,407
2016,7,26,10,844,34,2,3,807
2016,7,26,11,1791,59,2,11,1721
2016,7,26,12,2738,101,6,21,2616
2016,7,26,13,3897,131,7,31,3735
2016,7,26,14,4672,164,8,35,4473
2016,7,26,15,4316,171,6,27,4118
2016,7,26,16,4304,157,5,31,4116
2016,7,26,17,4635,169,8,24,4442
2016,7,26,18,4561,143,7,22,4396
2016,7,26,19,4026,152,4,21,3853
2016,7,26,20,4041,152,5,27,3862
2016,7,26,21,3456,119,2,26,3311
2016,7,26,22,3649,143,5,16,3490
2016,7,26,23,3797,140,3,27,3630
2016,7,27,0,3704,154,2,25,3525
2016,7,27,1,3574,141,5,17,3416
2016,7,27,2,2861,111,4,14,2736
2016,7,27,3,2254,84,2,14,2156
2016,7,27,4,1539,55,3,2,1482
2016,7,27,5,776,25,1,0,751
2016,7,27,6,479,14,0,2,463
2016,7,27,7,438,9,0,1,428
2016,7,27,8,305,4,0,0,301
2016,7,27,9,382,16,0,2,364
2016,7,27,10,741,23,0,3,715
2016,7,27,11,1663,70,2,5,1588
2016,7,27,12,2999,125,1,16,2858
2016,7,27,13,3948,140,8,21,3787
2016,7,27,14,4182,155,6,17,4010
2016,7,27,15,3678,157,10,27,3494
2016,7,27,16,3552,145,3,16,3391
2016,7,27,17,4086,171,7,27,3888
2016,7,27,18,3758,152,5,22,3584
2016,7,27,19,3696,146,3,20,3530
2016,7,27,20,3353,119,1,21,3213
2016,7,27,21,3607,144,2,14,3449
2016,7,27,22,3408,138,4,18,3252
2016,7,27,23,3274,132,1,13,3129
2016,7,28,0,3367,129,5,27,3211
2016,7,28,1,3413,144,8,23,3246
2016,7,28,2,2838,102,3,13,2723
2016,7,28,3,2225,68,1,8,2149
2016,7,28,4,1408,59,0,6,1343
2016,7,28,5,930,31,0,2,897
2016,7,28,6,403,7,0,1,395
2016,7,28,7,429,12,0,0,417
2016,7,28,8,357,10,0,0,347
2016,7,28,9,418,9,1,2,407
2016,7,28,10,776,20,1,2,754
2016,7,28,11,1532,64,0,5,1463
2016,7,28,12,2648,96,2,13,2539
2016,7,28,13,3312,138,3,19,3155
2016,7,28,14,4080,132,6,24,3924
2016,7,28,15,4200,131,5,29,4040
2016,7,28,16,3830,145,7,19,3666
2016,7,28,17,3692,161,7,21,3510
2016,7,28,18,3833,144,3,18,3671
2016,7,28,19,3515,140,8,35,3340
2016,7,28,20,3317,123,5,20,3174
2016,7,28,21,3072,138,7,21,2913
2016,7,28,22,3174,128,1,10,3036
2016,7,28,23,3331,124,8,17,3190
2016,7,29,0,3443,154,7,21,3268
2016,7,29,1,3366,143,1,10,3213
2016,7,29,2,2828,135,3,6,2687
2016,7,29,3,2026,81,1,6,1939
2016,7,29,4,1338,53,2,2,1283
2016,7,29,5,750,32,0,0,718
2016,7,29,6,444,13,1,1,430
2016,7,29,7,326,8,0,1,317
2016,7,29,8,342,5,0,0,337
2016,7,29,9,457,8,0,1,448
2016,7,29,10,770,27,0,3,740
2016,7,29,11,1485,67,2,5,1413
2016,7,29,12,2575,125,3,11,2439
2016,7,29,13,3054,140,9,18,2896
2016,7,29,14,3225,129,4,30,3066
2016,7,29,15,3356,124,3,32,3200
2016,7,29,16,3328,129,4,35,3164
2016,7,29,17,3430,156,7,25,3249
2016,7,29,18,3108,121,4,29,2958
2016,7,29,19,3027,123,5,26,2878
2016,7,29,20,3049,128,8,19,2902
2016,7,29,21,2757,115,4,20,2622
2016,7,29,22,3070,121,5,24,2925
2016,7,29,23,2996,91,0,16,2889
2016,7,30,0,2584,113,3,6,2465
2016,7,30,1,2524,90,2,10,2424
2016,7,30,2,2035,83,0,13,1939
2016,7,30,3,1885,64,1,12,1809
2016,7,30,4,1280,45,0,4,1231
2016,7,30,5,809,23,1,3,783
2016,7,30,6,391,11,0,1,379
2016,7,30,7,364,16,0,0,348
2016,7,30,8,347,14,0,0,333
2016,7,30,9,360,7,0,1,352
2016,7,30,10,502,29,0,2,471
2016,7,30,11,976,34,1,1,941
2016,7,30,12,1519,61,1,7,1451
2016,7,30,13,2141,82,1,18,2041
2016,7,30,14,2586,87,0,20,2479
2016,7,30,15,2456,96,4,14,2346
2016,7,30,16,2103,88,1,16,1999
2016,7,30,17,2258,104,3,15,2139
2016,7,30,18,2244,95,1,10,2139
2016,7,30,19,2263,80,4,11,2172
2016,7,30,20,2202,107,3,24,2071
2016,7,30,21,2491,82,5,16,2393
2016,7,30,22,2599,97,6,15,2487
2016,7,30,23,2515,104,1,17,2394
2016,7,31,0,2371,106,3,11,2254
2016,7,31,1,2385,91,1,18,2276
2016,7,31,2,2063,93,2,8,1962
2016,7,31,3,1917,70,3,6,1841
2016,7,31,4,1158,34,0,4,1120
2016,7,31,5,793,33,1,4,756
2016,7,31,6,556,19,0,3,534
2016,7,31,7,375,11,0,1,363
2016,7,31,8,334,8,1,0,326
2016,7,31,9,311,15,1,0,296
2016,7,31,10,454,13,0,3,438
2016,7,31,11,757,24,0,0,733
2016,7,31,12,1174,45,0,6,1123
2016,7,31,13,1585,68,2,8,1509
2016,7,31,14,2020,69,1,12,1939
2016,7,31,15,2048,91,0,15,1942
2016,7,31,16,2043,75,1,12,1956
2016,7,31,17,2111,87,0,10,2014
2016,7,31,18,2282,112,10,15,2155
2016,7,31,19,2279,97,0,7,2175
2016,7,31,20,2408,98,2,13,2297
2016,7,31,21,2675,101,4,15,2559
2016,7,31,22,3166,121,1,17,3028
2016,7,31,23,3159,115,1,12,3032
2016,8,1,0,3208,117,3,14,3077
2016,8,1,1,3179,139,4,16,3024
2016,8,1,2,2493,111,6,21,2361
2016,8,1,3,2011,88,2,10,1913
2016,8,1,4,1365,52,3,17,1296
2016,8,1,5,525,17,1,3,505
2016,8,1,6,422,24,0,1,397
2016,8,1,7,259,4,0,0,255
2016,8,1,8,214,10,0,0,204
2016,8,1,9,334,12,1,1,321
2016,8,1,10,682,30,1,0,652
2016,8,1,11,1389,62,0,6,1321
2016,8,1,12,2294,114,3,15,2165
2016,8,1,13,3103,125,1,21,2957
2016,8,1,14,3504,133,4,27,3344
2016,8,1,15,3719,154,9,28,3537
2016,8,1,16,3641,182,14,30,3429
2016,8,1,17,3777,184,9,31,3562
2016,8,1,18,3664,173,18,39,3452
2016,8,1,19,3576,154,9,30,3392
2016,8,1,20,3528,152,5,34,3342
2016,8,1,21,3655,148,2,31,3476
2016,8,1,22,3499,138,6,27,3334
2016,8,1,23,3841,165,12,22,3654
2016,8,2,0,3636,158,4,23,3455
2016,8,2,1,3614,147,11,35,3432
2016,8,2,2,3311,134,11,24,3153
2016,8,2,3,2270,89,8,16,2165
2016,8,2,4,1059,45,2,7,1007
2016,8,2,5,594,40,3,3,551
2016,8,2,6,342,8,2,2,332
2016,8,2,7,352,25,0,2,325
2016,8,2,8,251,7,0,2,242
2016,8,2,9,439,13,1,5,421
2016,8,2,10,1005,42,3,8,955
2016,8,2,11,1993,79,3,11,1903
2016,8,2,12,2685,127,5,20,2538
2016,8,2,13,3617,144,6,22,3451
2016,8,2,14,4252,172,3,32,4048
2016,8,2,15,3536,149,6,29,3358
2016,8,2,16,3955,157,6,26,3772
2016,8,2,17,3790,187,4,27,3576
2016,8,2,18,3987,144,5,27,3816
2016,8,2,19,3726,174,7,28,3524
2016,8,2,20,3547,144,7,24,3379
2016,8,2,21,3264,123,8,21,3120
2016,8,2,22,3355,148,8,22,3185
2016,8,2,23,3644,151,6,30,3463
2016,8,3,0,3638,153,5,21,3464
2016,8,3,1,3775,190,16,25,3560
2016,8,3,2,3034,155,6,17,2862
2016,8,3,3,2025,95,6,16,1914
2016,8,3,4,1323,53,2,4,1266
2016,8,3,5,621,30,1,4,587
2016,8,3,6,389,22,1,2,365
2016,8,3,7,283,11,0,2,270
2016,8,3,8,331,11,1,0,320
2016,8,3,9,477,20,0,1,456
2016,8,3,10,909,47,0,4,858
2016,8,3,11,1679,75,3,16,1588
2016,8,3,12,2715,123,3,9,2583
2016,8,3,13,3478,158,9,18,3302
2016,8,3,14,3884,169,5,22,3693
2016,8,3,15,4027,165,13,22,3840
2016,8,3,16,4130,183,11,19,3928
2016,8,3,17,4255,176,3,21,4058
2016,8,3,18,3803,181,4,17,3605
2016,8,3,19,3681,163,8,19,3499
2016,8,3,20,3301,140,3,26,3135
2016,8,3,21,3233,157,3,21,3055
2016,8,3,22,3457,151,4,16,3290
2016,8,3,23,3733,133,1,20,3580
2016,8,4,0,3824,151,4,14,3659
2016,8,4,1,3427,138,3,25,3264
2016,8,4,2,2972,145,5,16,2811
2016,8,4,3,1942,84,2,4,1854
2016,8,4,4,1235,46,0,4,1185
2016,8,4,5,706,25,0,5,676
2016,8,4,6,384,10,0,0,374
2016,8,4,7,278,7,0,0,271
2016,8,4,8,317,12,0,1,304
2016,8,4,9,468,12,0,2,454
2016,8,4,10,829,33,1,2,794
2016,8,4,11,1990,66,2,10,1914
2016,8,4,12,2942,113,2,15,2814
2016,8,4,13,3931,156,8,16,3759
2016,8,4,14,3908,174,5,23,3711
2016,8,4,15,3130,145,9,24,2961
2016,8,4,16,3416,139,2,24,3253
2016,8,4,17,3468,154,4,21,3293
2016,8,4,18,3681,168,7,14,3499
2016,8,4,19,3591,153,7,19,3419
2016,8,4,20,3031,118,4,20,2893
2016,8,4,21,2891,137,6,29,2725
2016,8,4,22,3211,140,6,17,3054
2016,8,4,23,3426,110,5,13,3303
2016,8,5,0,3124,149,3,15,2960
2016,8,5,1,3298,138,1,12,3148
2016,8,5,2,2960,117,8,15,2828
2016,8,5,3,2158,84,4,16,2058
2016,8,5,4,1148,30,0,5,1113
2016,8,5,5,707,25,1,2,680
2016,8,5,6,383,14,0,5,364
2016,8,5,7,290,8,1,0,282
2016,8,5,8,368,13,0,0,355
2016,8,5,9,421,11,0,0,410
2016,8,5,10,885,33,2,5,847
2016,8,5,11,1747,80,6,7,1660
2016,8,5,12,2842,101,2,12,2729
2016,8,5,13,3444,116,6,17,3311
2016,8,5,14,3830,155,5,28,3647
2016,8,5,15,3054,138,8,22,2894
2016,8,5,16,3573,167,9,19,3387
2016,8,5,17,3657,146,7,15,3496
2016,8,5,18,3731,150,4,29,3552
2016,8,5,19,3195,125,6,26,3044
2016,8,5,20,2830,99,3,17,2714
2016,8,5,21,2510,107,2,12,2391
2016,8,5,22,3064,115,6,24,2925
2016,8,5,23,2452,100,1,15,2337
2016,8,6,0,2398,113,1,13,2272
2016,8,6,1,2559,113,1,8,2438
2016,8,6,2,2069,92,1,5,1972
2016,8,6,3,1836,61,1,7,1768
2016,8,6,4,1229,46,0,4,1179
2016,8,6,5,790,28,0,2,760
2016,8,6,6,513,13,0,2,498
2016,8,6,7,413,8,0,0,405
2016,8,6,8,386,11,1,1,374
2016,8,6,9,442,10,0,1,431
2016,8,6,10,669,29,2,0,640
2016,8,6,11,1101,39,1,6,1056
2016,8,6,12,1598,70,1,6,1522
2016,8,6,13,2351,68,1,11,2272
2016,8,6,14,2473,93,3,13,2367
2016,8,6,15,2368,91,2,15,2262
2016,8,6,16,2255,93,3,14,2148
2016,8,6,17,2398,96,4,11,2291
2016,8,6,18,2273,101,3,20,2152
